;id_station;nom_station_commune;nom_station;commune;espece;abreviation;nb_individus;,id_station,nom_station_commune,commune,espece,abreviation,nb_individus;;;;;;;;annee
2017;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Vandoise;VAN;1;2017,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Vandoise,VAN,1;;;;;;;;2017
2019;id_station;Station numero 5 - LEVALLOIS PERRET;Station numero 5;LEVALLOIS PERRET;Vandoise;VAN;1;2019,id_station,Station numero 5 - LEVALLOIS PERRET,LEVALLOIS PERRET,Vandoise,VAN,1;;;;;;;;2019
2009;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Ablette;ABL;10;2009,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Ablette,ABL,10;;;;;;;;2009
2016;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Brochet;BRO;1;2016,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Brochet,BRO,1;;;;;;;;2016
2010;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chabot;CHA;9;2010,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chabot,CHA,9;;;;;;;;2010
2019;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chabot;CHA;1;2019,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chabot,CHA,1;;;;;;;;2019
2010;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chevesne;CHE;38;2010,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chevesne,CHE,38;;;;;;;;2010
2011;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chevesne;CHE;49;2011,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chevesne,CHE,49;;;;;;;;2011
2013;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chevesne;CHE;16;2013,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chevesne,CHE,16;;;;;;;;2013
2014;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chevesne;CHE;11;2014,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chevesne,CHE,11;;;;;;;;2014
2015;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Chevesne;CHE;39;2015,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Chevesne,CHE,39;;;;;;;;2015
2015;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Goujon;GOU;12;2015,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Goujon,GOU,12;;;;;;;;2015
2011;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Hotu;HOT;4;2011,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Hotu,HOT,4;;;;;;;;2011
2015;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Perche commune;PER;1;2015,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Perche commune,PER,1;;;;;;;;2015
2019;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Perche commune;PER;2;2019,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Perche commune,PER,2;;;;;;;;2019
2009;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Perche soleil;PES;8;2009,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Perche soleil,PES,8;;;;;;;;2009
2010;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Perche soleil;PES;3;2010,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Perche soleil,PES,3;;;;;;;;2010
2014;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Sandre;SAN;1;2014,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Sandre,SAN,1;;;;;;;;2014
2013;id_station;Station numero 6 - VILLENEUVE LA GARENNE;Station numero 6;VILLENEUVE LA GARENNE;Vandoise;VAN;1;2013,id_station,Station numero 6 - VILLENEUVE LA GARENNE,VILLENEUVE LA GARENNE,Vandoise,VAN,1;;;;;;;;2013
2012;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Ablette;ABL;60;2012,id_station,Station numero 7 - NANTERRE,NANTERRE,Ablette,ABL,60;;;;;;;;2012
2017;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Ablette;ABL;3;2017,id_station,Station numero 7 - NANTERRE,NANTERRE,Ablette,ABL,3;;;;;;;;2017
2014;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Barbeau fluviatile;BAF;2;2014,id_station,Station numero 7 - NANTERRE,NANTERRE,Barbeau fluviatile,BAF,2;;;;;;;;2014
2018;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Breme sp.;BRX;1;2018,id_station,Station numero 7 - NANTERRE,NANTERRE,Breme sp.,BRX,1;;;;;;;;2018
2010;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chabot;CHA;19;2010,id_station,Station numero 7 - NANTERRE,NANTERRE,Chabot,CHA,19;;;;;;;;2010
2016;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chabot;CHA;2;2016,id_station,Station numero 7 - NANTERRE,NANTERRE,Chabot,CHA,2;;;;;;;;2016
2017;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chabot;CHA;12;2017,id_station,Station numero 7 - NANTERRE,NANTERRE,Chabot,CHA,12;;;;;;;;2017
2009;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;12;2009,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,12;;;;;;;;2009
2017;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;21;2017,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,21;;;;;;;;2017
2019;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;6;2019,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,6;;;;;;;;2019
2020;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Chevesne;CHE;23;2020,id_station,Station numero 7 - NANTERRE,NANTERRE,Chevesne,CHE,23;;;;;;;;2020
2010;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Goujon;GOU;2;2010,id_station,Station numero 7 - NANTERRE,NANTERRE,Goujon,GOU,2;;;;;;;;2010
2018;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Goujon;GOU;7;2018,id_station,Station numero 7 - NANTERRE,NANTERRE,Goujon,GOU,7;;;;;;;;2018
2011;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Gremille;GRE;1;2011,id_station,Station numero 7 - NANTERRE,NANTERRE,Gremille,GRE,1;;;;;;;;2011
2014;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Hotu;HOT;19;2014,id_station,Station numero 7 - NANTERRE,NANTERRE,Hotu,HOT,19;;;;;;;;2014
2014;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Ide melanote;IDE;1;2014,id_station,Station numero 7 - NANTERRE,NANTERRE,Ide melanote,IDE,1;;;;;;;;2014
2013;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Perche commune;PER;23;2013,id_station,Station numero 7 - NANTERRE,NANTERRE,Perche commune,PER,23;;;;;;;;2013
2016;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Perche commune;PER;2;2016,id_station,Station numero 7 - NANTERRE,NANTERRE,Perche commune,PER,2;;;;;;;;2016
2010;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Perche soleil;PES;1;2010,id_station,Station numero 7 - NANTERRE,NANTERRE,Perche soleil,PES,1;;;;;;;;2010
2009;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Rotengle;ROT;5;2009,id_station,Station numero 7 - NANTERRE,NANTERRE,Rotengle,ROT,5;;;;;;;;2009
2020;id_station;Station numero 7 - NANTERRE;Station numero 7;NANTERRE;Rotengle;ROT;9;2020,id_station,Station numero 7 - NANTERRE,NANTERRE,Rotengle,ROT,9;;;;;;;;2020
2020;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Bouviere;BOU;4;2020,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Bouviere,BOU,4;;;;;;;;2020
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Chabot;CHA;17;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Chabot,CHA,17;;;;;;;;2015
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Chevesne;CHE;11;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Chevesne,CHE,11;;;;;;;;2015
2016;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Chevesne;CHE;14;2016,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Chevesne,CHE,14;;;;;;;;2016
2022;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Gardon;GAR;3;2022,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Gardon,GAR,3;;;;;;;;2022
2015;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Goujon;GOU;6;2015,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Goujon,GOU,6;;;;;;;;2015
2016;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Goujon;GOU;1;2016,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Goujon,GOU,1;;;;;;;;2016
2020;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Goujon;GOU;3;2020,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Goujon,GOU,3;;;;;;;;2020
2020;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Hotu;HOT;1;2020,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Hotu,HOT,1;;;;;;;;2020
2018;id_station;Station numero 1bis - ISSY LES MOULINEAUX;Station numero 1bis;ISSY LES MOULINEAUX;Rotengle;ROT;1;2018,id_station,Station numero 1bis - ISSY LES MOULINEAUX,ISSY LES MOULINEAUX,Rotengle,ROT,1;;;;;;;;2018
2019;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Ablette;ABL;7;2019,id_station,Station numero 6bis - NANTERRE,NANTERRE,Ablette,ABL,7;;;;;;;;2019
2018;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Barbeau fluviatile;BAF;1;2018,id_station,Station numero 6bis - NANTERRE,NANTERRE,Barbeau fluviatile,BAF,1;;;;;;;;2018
2019;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Chabot;CHA;1;2019,id_station,Station numero 6bis - NANTERRE,NANTERRE,Chabot,CHA,1;;;;;;;;2019
2019;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Chevesne;CHE;8;2019,id_station,Station numero 6bis - NANTERRE,NANTERRE,Chevesne,CHE,8;;;;;;;;2019
2018;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Gardon;GAR;31;2018,id_station,Station numero 6bis - NANTERRE,NANTERRE,Gardon,GAR,31;;;;;;;;2018
2019;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Gardon;GAR;153;2019,id_station,Station numero 6bis - NANTERRE,NANTERRE,Gardon,GAR,153;;;;;;;;2019
2019;id_station;Station numero 6bis - NANTERRE;Station numero 6bis;NANTERRE;Hotu;HOT;4;2019,id_station,Station numero 6bis - NANTERRE,NANTERRE,Hotu,HOT,4;;;;;;;;2019
2020;id_station;Station Quai de Dion Bouton - PUTEAUX;Station Quai de Dion Bouton;PUTEAUX;Gardon;GAR;34;2020,id_station,Station Quai de Dion Bouton - PUTEAUX,PUTEAUX,Gardon,GAR,34;;;;;;;;2020
2020;id_station;Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT;Station Du port Le Grand au Pont de Saint Cloud;BOULOGNE BILLANCOURT;Chevesne;CHE;9;2020,id_station,Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Chevesne,CHE,9;;;;;;;;2020
2020;id_station;Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT;Station Du port Le Grand au Pont de Saint Cloud;BOULOGNE BILLANCOURT;Rotengle;ROT;1;2020,id_station,Station Du port Le Grand au Pont de Saint Cloud - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Rotengle,ROT,1;;;;;;;;2020
2020;id_station;Station Diffuseur Paul Bert - COLOMBES;Station Diffuseur Paul Bert;COLOMBES;Chevesne;CHE;21;2020,id_station,Station Diffuseur Paul Bert - COLOMBES,COLOMBES,Chevesne,CHE,21;;;;;;;;2020
2020;id_station;Station Estacade des Mariniers - GENNEVILLIERS;Station Estacade des Mariniers;GENNEVILLIERS;Chevesne;CHE;31;2020,id_station,Station Estacade des Mariniers - GENNEVILLIERS,GENNEVILLIERS,Chevesne,CHE,31;;;;;;;;2020
2022;id_station;Station Entre pont de Clichy et pont de Gennevilliers - CLICHY;Station Entre pont de Clichy et pont de Gennevilliers;CLICHY;Barbeau fluviatile;BAF;3;2022,id_station,Station Entre pont de Clichy et pont de Gennevilliers - CLICHY,CLICHY,Barbeau fluviatile,BAF,3;;;;;;;;2022
2022;id_station;Station Pointe aval de l'Ile Seguin - BOULOGNE BILLANCOURT;Station Pointe aval de l'Ile Seguin;BOULOGNE BILLANCOURT;Perche soleil;PES;1;2022,id_station,Station Pointe aval de l'Ile Seguin - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Perche soleil,PES,1;;;;;;;;2022
2009;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Ablette;ABL;3;2009,id_station,Station numero 1 - MEUDON,MEUDON,Ablette,ABL,3;;;;;;;;2009
2011;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Ablette;ABL;3;2011,id_station,Station numero 1 - MEUDON,MEUDON,Ablette,ABL,3;;;;;;;;2011
2013;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Ablette;ABL;59;2013,id_station,Station numero 1 - MEUDON,MEUDON,Ablette,ABL,59;;;;;;;;2013
2016;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Ablette;ABL;60;2016,id_station,Station numero 1 - MEUDON,MEUDON,Ablette,ABL,60;;;;;;;;2016
2012;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Barbeau fluviatile;BAF;1;2012,id_station,Station numero 1 - MEUDON,MEUDON,Barbeau fluviatile,BAF,1;;;;;;;;2012
2015;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Breme sp.;BRX;2;2015,id_station,Station numero 1 - MEUDON,MEUDON,Breme sp.,BRX,2;;;;;;;;2015
2011;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Chabot;CHA;28;2011,id_station,Station numero 1 - MEUDON,MEUDON,Chabot,CHA,28;;;;;;;;2011
2011;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Chevesne;CHE;2;2011,id_station,Station numero 1 - MEUDON,MEUDON,Chevesne,CHE,2;;;;;;;;2011
2020;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Chevesne;CHE;64;2020,id_station,Station numero 1 - MEUDON,MEUDON,Chevesne,CHE,64;;;;;;;;2020
2015;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Gardon;GAR;27;2015,id_station,Station numero 1 - MEUDON,MEUDON,Gardon,GAR,27;;;;;;;;2015
2018;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Gardon;GAR;8;2018,id_station,Station numero 1 - MEUDON,MEUDON,Gardon,GAR,8;;;;;;;;2018
2022;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Gardon;GAR;1;2022,id_station,Station numero 1 - MEUDON,MEUDON,Gardon,GAR,1;;;;;;;;2022
2009;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Goujon;GOU;1;2009,id_station,Station numero 1 - MEUDON,MEUDON,Goujon,GOU,1;;;;;;;;2009
2012;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Goujon;GOU;1;2012,id_station,Station numero 1 - MEUDON,MEUDON,Goujon,GOU,1;;;;;;;;2012
2016;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Goujon;GOU;2;2016,id_station,Station numero 1 - MEUDON,MEUDON,Goujon,GOU,2;;;;;;;;2016
2011;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Gremille;GRE;14;2011,id_station,Station numero 1 - MEUDON,MEUDON,Gremille,GRE,14;;;;;;;;2011
2010;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Perche commune;PER;6;2010,id_station,Station numero 1 - MEUDON,MEUDON,Perche commune,PER,6;;;;;;;;2010
2013;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Perche commune;PER;9;2013,id_station,Station numero 1 - MEUDON,MEUDON,Perche commune,PER,9;;;;;;;;2013
2019;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Perche soleil;PES;2;2019,id_station,Station numero 1 - MEUDON,MEUDON,Perche soleil,PES,2;;;;;;;;2019
2010;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Rotengle;ROT;1;2010,id_station,Station numero 1 - MEUDON,MEUDON,Rotengle,ROT,1;;;;;;;;2010
2012;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Rotengle;ROT;22;2012,id_station,Station numero 1 - MEUDON,MEUDON,Rotengle,ROT,22;;;;;;;;2012
2013;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Rotengle;ROT;15;2013,id_station,Station numero 1 - MEUDON,MEUDON,Rotengle,ROT,15;;;;;;;;2013
2022;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Rotengle;ROT;8;2022,id_station,Station numero 1 - MEUDON,MEUDON,Rotengle,ROT,8;;;;;;;;2022
2019;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Vandoise;VAN;1;2019,id_station,Station numero 1 - MEUDON,MEUDON,Vandoise,VAN,1;;;;;;;;2019
2020;id_station;Station numero 1 - MEUDON;Station numero 1;MEUDON;Vandoise;VAN;22;2020,id_station,Station numero 1 - MEUDON,MEUDON,Vandoise,VAN,22;;;;;;;;2020
2014;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Ablette;ABL;42;2014,id_station,Station numero 2 - SEVRES,SEVRES,Ablette,ABL,42;;;;;;;;2014
2019;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Ablette;ABL;12;2019,id_station,Station numero 2 - SEVRES,SEVRES,Ablette,ABL,12;;;;;;;;2019
2012;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Barbeau fluviatile;BAF;1;2012,id_station,Station numero 2 - SEVRES,SEVRES,Barbeau fluviatile,BAF,1;;;;;;;;2012
2017;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Barbeau fluviatile;BAF;2;2017,id_station,Station numero 2 - SEVRES,SEVRES,Barbeau fluviatile,BAF,2;;;;;;;;2017
2019;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Barbeau fluviatile;BAF;4;2019,id_station,Station numero 2 - SEVRES,SEVRES,Barbeau fluviatile,BAF,4;;;;;;;;2019
2012;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Bouviere;BOU;1;2012,id_station,Station numero 2 - SEVRES,SEVRES,Bouviere,BOU,1;;;;;;;;2012
2010;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Chabot;CHA;8;2010,id_station,Station numero 2 - SEVRES,SEVRES,Chabot,CHA,8;;;;;;;;2010
2014;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Chabot;CHA;29;2014,id_station,Station numero 2 - SEVRES,SEVRES,Chabot,CHA,29;;;;;;;;2014
2012;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Chevesne;CHE;30;2012,id_station,Station numero 2 - SEVRES,SEVRES,Chevesne,CHE,30;;;;;;;;2012
2017;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Chevesne;CHE;9;2017,id_station,Station numero 2 - SEVRES,SEVRES,Chevesne,CHE,9;;;;;;;;2017
2016;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Gardon;GAR;1;2016,id_station,Station numero 2 - SEVRES,SEVRES,Gardon,GAR,1;;;;;;;;2016
2017;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Gardon;GAR;9;2017,id_station,Station numero 2 - SEVRES,SEVRES,Gardon,GAR,9;;;;;;;;2017
2020;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Gardon;GAR;58;2020,id_station,Station numero 2 - SEVRES,SEVRES,Gardon,GAR,58;;;;;;;;2020
2011;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Goujon;GOU;8;2011,id_station,Station numero 2 - SEVRES,SEVRES,Goujon,GOU,8;;;;;;;;2011
2016;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Goujon;GOU;8;2016,id_station,Station numero 2 - SEVRES,SEVRES,Goujon,GOU,8;;;;;;;;2016
2019;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Gremille;GRE;1;2019,id_station,Station numero 2 - SEVRES,SEVRES,Gremille,GRE,1;;;;;;;;2019
2013;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Hotu;HOT;5;2013,id_station,Station numero 2 - SEVRES,SEVRES,Hotu,HOT,5;;;;;;;;2013
2010;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Perche commune;PER;2;2010,id_station,Station numero 2 - SEVRES,SEVRES,Perche commune,PER,2;;;;;;;;2010
2013;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Perche commune;PER;6;2013,id_station,Station numero 2 - SEVRES,SEVRES,Perche commune,PER,6;;;;;;;;2013
2018;id_station;Station numero 2 - SEVRES;Station numero 2;SEVRES;Perche commune;PER;2;2018,id_station,Station numero 2 - SEVRES,SEVRES,Perche commune,PER,2;;;;;;;;2018
2009;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Breme sp.;BRX;7;2009,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Breme sp.,BRX,7;;;;;;;;2009
2012;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Breme sp.;BRX;1;2012,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Breme sp.,BRX,1;;;;;;;;2012
2014;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Breme sp.;BRX;4;2014,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Breme sp.,BRX,4;;;;;;;;2014
2015;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Chevesne;CHE;20;2015,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Chevesne,CHE,20;;;;;;;;2015
2018;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Chevesne;CHE;2;2018,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Chevesne,CHE,2;;;;;;;;2018
2015;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Gardon;GAR;4;2015,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Gardon,GAR,4;;;;;;;;2015
2011;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Gremille;GRE;10;2011,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Gremille,GRE,10;;;;;;;;2011
2009;id_station;Station numero 3 - BOULOGNE BILLANCOURT;Station numero 3;BOULOGNE BILLANCOURT;Rotengle;ROT;9;2009,id_station,Station numero 3 - BOULOGNE BILLANCOURT,BOULOGNE BILLANCOURT,Rotengle,ROT,9;;;;;;;;2009
2013;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Ablette;ABL;31;2013,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Ablette,ABL,31;;;;;;;;2013
2014;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Barbeau fluviatile;BAF;19;2014,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Barbeau fluviatile,BAF,19;;;;;;;;2014
2010;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Chabot;CHA;18;2010,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Chabot,CHA,18;;;;;;;;2010
2011;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Chabot;CHA;86;2011,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Chabot,CHA,86;;;;;;;;2011
2012;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Chabot;CHA;7;2012,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Chabot,CHA,7;;;;;;;;2012
2014;id_station;Station numero 4 - NEUILLY SUR SEINE;Station numero 4;NEUILLY SUR SEINE;Chabot;CHA;33;2014,id_station,Station numero 4 - NEUILLY SUR SEINE,NEUILLY SUR SEINE,Chabot,CHA,33;;;;;;;;2014
